,invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date,payment_id,date_key,day_of_week,month,year,quarter,is_holiday,first_name,last_name,gender,age,dob,email,phone_number,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value,shopping_mall,city,province_state,country,payment_method,card_type,Unnamed: 3
78,100078,Hair Care,Conditioner,4,7.14,23,276,2024-05-01,5,2024-05-01,Wednesday,May,2024,2024Q2,0,Andrew,Valdez,Other,63.0,1961-12-31,joseph16@beard.com,985-278-0055,1.0,782.0,2.0,1.0,2022-03-16,26.0,352.41,Palisades Center,West Nyack,New York,US,Debit Card - MasterCard,MasterCard,
79,100079,Hair Care,Conditioner,3,13.68,35,708,2024-05-06,9,2024-05-06,Monday,May,2024,2024Q2,0,Jonathan,Pennington,Other,18.0,2006-10-09,rachel83@marsh.biz,513-205-4217,0.0,1155.0,9.0,1.0,2020-03-18,50.0,63.2,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Apple Pay,,
80,100080,Hair Care,Conditioner,4,10.33,47,640,2022-05-05,1,2022-05-05,Thursday,May,2022,2022Q2,0,Shawn,Webster,Other,19.0,2005-11-14,tyler06@hotmail.com,+1-669-522-1428x62010,1.0,358.0,7.0,1.0,2025-01-06,25.0,93.72,The Americana at Brand,Glendale,California,US,Credit Card - Visa,Visa,
81,100081,Skin Care,Sunscreen,1,41.38,18,63,2023-04-01,2,2023-04-01,Saturday,April,2023,2023Q2,1,Dustin,Turner,Other,44.0,1980-07-14,smithbrian@hotmail.com,9709656457,0.0,506.0,5.0,0.0,2024-04-07,15.0,452.03,Arndale Centre,Manchester,Greater Manchester,UK,Credit Card - MasterCard,MasterCard,
82,100082,Skin Care,Face Wash,3,15.88,58,455,2023-04-09,8,2023-04-09,Sunday,April,2023,2023Q2,1,Aimee,Warren,Other,69.0,1955-11-16,stephanie27@trujillo.net,932-175-1722,0.0,491.0,10.0,0.0,2024-03-06,26.0,451.04,Town Center at Boca Raton,Boca Raton,Florida,US,BNPL (Buy Now, Pay Later),
83,100083,Body Care and Hygiene,Body Lotion,3,29.95,2,807,2024-04-04,6,2024-04-04,Thursday,April,2024,2024Q2,0,Daniel,Ramos,Other,23.0,2002-01-16,davisdebra@wilson-anderson.com,8667357421,0.0,1753.0,7.0,1.0,2023-03-09,41.0,112.39,The Galleria,Houston,Texas,US,PayPal,,
84,100084,Skin Care,Lip Balm,2,30.06,31,887,2023-02-16,8,2023-02-16,Thursday,February,2023,2023Q1,0,Jeremy,White,Male,70.0,1954-06-02,donnagibson@williams.com,309-558-2972,1.0,1075.0,4.0,0.0,2021-11-26,10.0,78.52,Cherry Creek Shopping Center,Denver,Colorado,US,BNPL (Buy Now, Pay Later),
85,100085,Skin Care,Moisturizer,1,10.73,35,785,2021-12-30,3,2021-12-30,Thursday,December,2021,2021Q4,0,Harry,Nguyen,Other,49.0,1975-09-01,emcknight@hotmail.com,+1-299-395-4612x078,0.0,1225.0,1.0,1.0,2021-11-26,18.0,425.66,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Credit Card - AMEX,AMEX,
86,100086,Hair Care,Hair Oil,1,23.81,46,824,2024-01-19,2,2024-01-19,Friday,January,2024,2024Q1,0,Melissa,Copeland,Male,43.0,1981-03-11,victor08@hotmail.com,+1-894-522-4886x1817,0.0,1072.0,5.0,0.0,2024-09-04,26.0,95.03,Park Meadows,Lone Tree,Colorado,US,Credit Card - MasterCard,MasterCard,
87,100087,Body Care and Hygiene,Deodorant,3,7.8,53,402,2024-08-30,5,2024-08-30,Friday,August,2024,2024Q3,0,Kristin,Dodson,Other,23.0,2001-06-15,jennifer22@hotmail.com,080.982.4561x47997,0.0,408.0,7.0,1.0,2021-03-24,28.0,172.55,SouthPark,Charlotte,North Carolina,US,Debit Card - MasterCard,MasterCard,
88,100088,Body Care and Hygiene,Body Lotion,1,7.47,34,725,2020-06-12,6,2020-06-12,Friday,June,2020,2020Q2,0,Claire,Ibarra,Male,40.0,1985-02-18,peterbryan@kim.com,+1-724-572-4669,1.0,680.0,3.0,0.0,2022-05-24,44.0,449.56,The Shops at Columbus Circle,New York,New York,US,PayPal,,
89,100089,Skin Care,Sunscreen,4,99.93,54,72,2020-04-01,1,2020-04-01,Wednesday,April,2020,2020Q2,0,David,Lewis,Other,55.0,1969-07-01,tbartlett@walton-fisher.info,7358737621,1.0,73.0,8.0,1.0,2024-12-14,43.0,97.51,Westfield Century City,Los Angeles,California,US,Credit Card - Visa,Visa,
90,100090,Body Care and Hygiene,Body Lotion,2,20.74,13,571,2024-02-12,2,2024-02-12,Monday,February,2024,2024Q1,0,Greg,White,Female,54.0,1970-05-02,charles36@contreras-hamilton.com,663-851-9180,0.0,1474.0,1.0,0.0,2024-05-02,6.0,76.39,The Grove,Los Angeles,California,US,Credit Card - MasterCard,MasterCard,
91,100091,Hair Care,Hair Oil,3,43.5,19,405,2020-11-20,3,2020-11-20,Friday,November,2020,2020Q4,0,Mary,Mitchell,Female,44.0,1980-08-21,jaredgarrison@yahoo.com,503.340.7563,1.0,1296.0,5.0,0.0,2022-10-29,12.0,157.1,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Credit Card - AMEX,AMEX,
92,100092,Hair Care,Hair Oil,1,48.38,59,759,2022-01-01,3,2022-01-01,Saturday,January,2022,2022Q1,1,Donald,Petty,Female,34.0,1990-10-14,grobinson@riley.com,861-219-1268,1.0,1102.0,2.0,1.0,2023-02-07,10.0,100.53,The Streets at Southpoint,Durham,North Carolina,US,Credit Card - AMEX,AMEX,
93,100093,Hair Care,Shampoo,1,33.0,46,918,2020-06-28,3,2020-06-28,Sunday,June,2020,2020Q2,1,Michael,Johnson,Male,62.0,1962-11-09,williamsdavid@kim.biz,001-769-939-4442,0.0,1191.0,7.0,0.0,2022-04-20,49.0,125.61,Park Meadows,Lone Tree,Colorado,US,Credit Card - AMEX,AMEX,
94,100094,Oral Care,Toothpaste,1,3.48,38,74,2022-02-25,9,2022-02-25,Friday,February,2022,2022Q1,0,John,Ponce,Male,61.0,1964-02-19,donna76@jarvis-robinson.com,805-865-6279,1.0,1372.0,5.0,0.0,2021-02-26,34.0,11.52,The Shops at La Cantera,San Antonio,Texas,US,Apple Pay,,
95,100095,Skin Care,Lip Balm,2,89.71,17,770,2021-02-18,10,2021-02-18,Thursday,February,2021,2021Q1,0,Christopher,Martin,Other,18.0,2006-10-08,stephenvalencia@mcconnell.com,+1-394-013-3107x9961,1.0,484.0,7.0,0.0,2025-01-22,12.0,307.38,Lakeside Shopping Centre,Thurrock,Essex,UK,Google Pay,,
96,100096,Skin Care,Moisturizer,1,68.64,27,256,2021-01-28,8,2021-01-28,Thursday,January,2021,2021Q1,0,Wanda,Clark,Female,43.0,1981-08-02,corteztanya@gmail.com,001-500-346-2697x71311,1.0,1688.0,7.0,0.0,2022-10-02,41.0,309.91,Oakbrook Center,Oak Brook,Illinois,US,BNPL (Buy Now, Pay Later),
97,100097,Skin Care,Face Wash,1,74.91,46,252,2021-04-10,8,2021-04-10,Saturday,April,2021,2021Q2,1,Crystal,Santiago,Other,67.0,1957-05-21,tanya84@stevenson.net,336.664.9507x857,0.0,1112.0,4.0,1.0,2023-12-23,18.0,246.84,Park Meadows,Lone Tree,Colorado,US,BNPL (Buy Now, Pay Later),
98,100098,Skin Care,Moisturizer,2,56.75,15,342,2024-04-21,6,2024-04-21,Sunday,April,2024,2024Q2,1,Mario,Jones,Male,19.0,2005-11-26,wardbenjamin@miller.biz,966-623-7604x47761,0.0,493.0,2.0,0.0,2025-02-12,38.0,447.12,Meadowhall,Sheffield,South Yorkshire,UK,PayPal,,
99,100099,Body Care and Hygiene,Deodorant,4,4.46,17,698,2023-05-07,5,2023-05-07,Sunday,May,2023,2023Q2,1,Misty,Cunningham,Male,34.0,1991-02-01,vincentmiller@joseph-brock.com,140-410-0909,0.0,882.0,8.0,1.0,2022-04-15,39.0,267.67,Lakeside Shopping Centre,Thurrock,Essex,UK,Debit Card - MasterCard,MasterCard,
100,100100,Hair Care,Hair Oil,3,20.32,60,588,2022-09-15,10,2022-09-15,Thursday,September,2022,2022Q3,0,James,Lucas,Female,62.0,1962-07-16,eddie40@mitchell.com,(416)321-7884,0.0,1561.0,2.0,0.0,2023-09-25,48.0,337.25,Stonebriar Centre,Frisco,Texas,US,Google Pay,,
101,100101,Skin Care,Lip Balm,1,91.61,18,912,2021-07-19,1,2021-07-19,Monday,July,2021,2021Q3,0,Cassandra,Levy,Female,32.0,1992-04-24,howardbenjamin@yahoo.com,831-244-0569x315,1.0,1194.0,9.0,1.0,2022-05-03,23.0,143.33,Arndale Centre,Manchester,Greater Manchester,UK,Credit Card - Visa,Visa,
102,100102,Hair Care,Conditioner,2,37.1,44,309,2020-01-11,3,2020-01-11,Saturday,January,2020,2020Q1,1,Heather,Hill,Female,66.0,1958-05-29,ikelly@gmail.com,+1-345-480-8680x90072,0.0,44.0,6.0,1.0,2023-03-21,29.0,341.75,The Florida Mall,Orlando,Florida,US,Credit Card - AMEX,AMEX,
103,100103,Body Care and Hygiene,Hand Sanitizer,3,8.83,55,919,2020-05-13,8,2020-05-13,Wednesday,May,2020,2020Q2,0,Susan,Stevenson,Male,54.0,1970-10-10,jmyers@yahoo.com,935.134.0938,0.0,33.0,6.0,0.0,2024-12-02,20.0,465.13,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,BNPL (Buy Now, Pay Later),
104,100104,Body Care and Hygiene,Deodorant,4,13.53,29,667,2023-07-22,7,2023-07-22,Saturday,July,2023,2023Q3,1,Emily,Willis,Female,55.0,1969-05-18,martinezveronica@burke.info,412-549-1016x801,0.0,1020.0,7.0,1.0,2020-10-09,50.0,163.86,The Mall at Millenia,Orlando,Florida,US,Cash,,
105,100105,Skin Care,Moisturizer,3,17.43,38,816,2023-12-16,3,2023-12-16,Saturday,December,2023,2023Q4,1,Margaret,Johnson,Male,30.0,1994-03-30,jessicamatthews@taylor.com,+1-190-879-9542x2788,1.0,1223.0,7.0,1.0,2022-09-22,33.0,205.31,The Shops at La Cantera,San Antonio,Texas,US,Credit Card - AMEX,AMEX,
106,100106,Oral Care,Mouthwash,4,17.96,53,817,2021-08-29,8,2021-08-29,Sunday,August,2021,2021Q3,1,Courtney,Montoya,Male,58.0,1967-01-23,cmiller@gmail.com,(709)287-4796x966,1.0,719.0,1.0,1.0,2023-05-30,6.0,258.28,SouthPark,Charlotte,North Carolina,US,BNPL (Buy Now, Pay Later),
107,100107,Body Care and Hygiene,Deodorant,2,8.12,51,637,2021-11-06,4,2021-11-06,Saturday,November,2021,2021Q4,1,Jennifer,Cruz,Female,39.0,1985-07-11,hectorpatterson@gmail.com,091-025-8602x87751,0.0,127.0,8.0,1.0,2020-01-06,2.0,313.35,CambridgeSide,Cambridge,Massachusetts,US,Debit Card - Visa,Visa,
108,100108,Oral Care,Mouthwash,2,5.51,41,873,2023-07-17,1,2023-07-17,Monday,July,2023,2023Q3,0,Javier,Rose,Male,41.0,1983-03-03,kimberlychoi@hotmail.com,3797313051,0.0,9.0,2.0,0.0,2021-10-15,5.0,397.42,Stanford Shopping Center,Palo Alto,California,US,Credit Card - Visa,Visa,
109,100109,Oral Care,Mouthwash,2,2.88,14,221,2020-07-25,8,2020-07-25,Saturday,July,2020,2020Q3,1,Emily,Robinson,Male,26.0,1998-07-12,teresa45@garcia-faulkner.com,(274)886-2295x3353,0.0,802.0,9.0,1.0,2021-01-20,44.0,248.76,Westfield Stratford City,London,England,UK,BNPL (Buy Now, Pay Later),
110,100110,Body Care and Hygiene,Deodorant,4,23.06,58,695,2023-04-10,3,2023-04-10,Monday,April,2023,2023Q2,0,Tiffany,Thomas,Other,54.0,1970-06-08,twatson@whitehead.info,265-335-1012x1063,0.0,1627.0,7.0,0.0,2021-01-21,48.0,330.78,Town Center at Boca Raton,Boca Raton,Florida,US,Credit Card - AMEX,AMEX,
111,100111,Oral Care,Toothpaste,1,4.24,14,83,2025-01-23,2,2025-01-23,Thursday,January,2025,2025Q1,0,Shannon,Ali,Other,45.0,1979-03-26,rosskara@hotmail.com,+1-022-808-6330x3372,0.0,939.0,3.0,0.0,2024-06-11,40.0,52.88,Westfield Stratford City,London,England,UK,Credit Card - MasterCard,MasterCard,
112,100112,Body Care and Hygiene,Body Lotion,3,3.71,4,527,2021-01-02,6,2021-01-02,Saturday,January,2021,2021Q1,1,Elizabeth,Thomas,Other,26.0,1998-06-05,wilsonkelly@gmail.com,001-596-070-0922x3521,1.0,84.0,2.0,0.0,2021-03-13,4.0,405.72,Trafford Centre,Manchester,England,UK,PayPal,,
113,100113,Body Care and Hygiene,Deodorant,1,3.02,30,70,2020-03-02,10,2020-03-02,Monday,March,2020,2020Q1,0,Kendra,Chapman,Other,29.0,1995-07-15,erica71@yahoo.com,001-238-377-3797,1.0,211.0,10.0,1.0,2022-03-18,49.0,100.71,Westfield San Francisco Centre,San Francisco,California,US,Google Pay,,
114,100114,Oral Care,Mouthwash,3,4.56,56,117,2020-12-13,7,2020-12-13,Sunday,December,2020,2020Q4,1,Rebecca,Barnes,Other,45.0,1979-06-23,gmendoza@yahoo.com,7463101529,1.0,851.0,4.0,0.0,2021-01-05,47.0,93.86,The Mall in Columbia,Columbia,Maryland,US,Cash,,
115,100115,Hair Care,Conditioner,1,26.32,26,181,2024-03-30,1,2024-03-30,Saturday,March,2024,2024Q1,1,Jennifer,Mckay,Other,37.0,1987-12-19,danielwalsh@yahoo.com,7411937525,0.0,1737.0,6.0,1.0,2020-04-05,20.0,468.22,Easton Town Center,Columbus,Ohio,US,Credit Card - Visa,Visa,
116,100116,Skin Care,Sunscreen,3,75.2,27,794,2022-02-19,4,2022-02-19,Saturday,February,2022,2022Q1,1,Ashley,Adams,Other,19.0,2006-02-06,ericlee@hotmail.com,+1-757-244-1550x788,1.0,1652.0,8.0,1.0,2021-02-15,42.0,174.22,Oakbrook Center,Oak Brook,Illinois,US,Debit Card - Visa,Visa,
117,100117,Skin Care,Face Wash,3,99.08,21,535,2024-08-10,3,2024-08-10,Saturday,August,2024,2024Q3,1,Pamela,Johnson,Other,44.0,1980-06-30,timothypearson@yahoo.com,001-147-623-1329x433,1.0,1140.0,1.0,0.0,2022-02-16,44.0,131.65,Fashion Show Mall,Las Vegas,Nevada,US,Credit Card - AMEX,AMEX,
118,100118,Skin Care,Moisturizer,4,94.88,5,680,2021-12-25,10,2021-12-25,Saturday,December,2021,2021Q4,1,Deanna,Pena,Female,55.0,1969-12-17,watsonpamela@yahoo.com,044-482-1181x73065,1.0,1202.0,2.0,0.0,2020-09-29,27.0,217.08,King of Prussia Mall,Philadelphia,Pennsylvania,US,Google Pay,,
119,100119,Body Care and Hygiene,Body Lotion,4,8.8,17,947,2021-12-12,7,2021-12-12,Sunday,December,2021,2021Q4,1,Michelle,Donaldson,Male,46.0,1978-09-02,kurt21@morris.com,467.115.8670x69185,1.0,889.0,3.0,1.0,2020-07-19,8.0,465.27,Lakeside Shopping Centre,Thurrock,Essex,UK,Cash,,
120,100120,Body Care and Hygiene,Body Lotion,4,4.3,24,512,2022-07-04,10,2022-07-04,Monday,July,2022,2022Q3,0,Michael,Clark,Female,25.0,1999-03-18,barnesjaime@adams.com,2190332680,1.0,1739.0,2.0,0.0,2024-03-30,22.0,186.55,The Dubai Mall,Dubai,Dubai,UAE,Google Pay,,
121,100121,Skin Care,Lip Balm,4,54.26,23,228,2020-08-04,9,2020-08-04,Tuesday,August,2020,2020Q3,0,John,Bernard,Male,23.0,2001-03-04,sheila26@hampton.com,871-696-0153x8253,0.0,1181.0,1.0,0.0,2022-01-12,26.0,336.09,Palisades Center,West Nyack,New York,US,Apple Pay,,
122,100122,Oral Care,Toothpaste,4,9.31,6,276,2024-03-13,8,2024-03-13,Wednesday,March,2024,2024Q1,0,Andrew,Valdez,Other,63.0,1961-12-31,joseph16@beard.com,985-278-0055,1.0,782.0,2.0,1.0,2022-03-16,26.0,352.41,Aventura Mall,Miami,Florida,US,BNPL (Buy Now, Pay Later),
123,100123,Skin Care,Lip Balm,3,93.56,18,79,2020-07-26,9,2020-07-26,Sunday,July,2020,2020Q3,1,Heather,Campbell,Other,53.0,1971-04-04,yjohnson@khan.net,120.457.0523,1.0,885.0,10.0,1.0,2023-09-08,42.0,207.23,Arndale Centre,Manchester,Greater Manchester,UK,Apple Pay,,
124,100124,Skin Care,Sunscreen,1,72.35,27,441,2024-10-07,6,2024-10-07,Monday,October,2024,2024Q4,0,Willie,Wyatt,Other,25.0,2000-01-20,slewis@gmail.com,1162973455,1.0,374.0,7.0,1.0,2023-08-07,30.0,260.45,Oakbrook Center,Oak Brook,Illinois,US,PayPal,,
125,100125,Body Care and Hygiene,Body Lotion,1,20.53,17,816,2023-04-18,7,2023-04-18,Tuesday,April,2023,2023Q2,0,Margaret,Johnson,Male,30.0,1994-03-30,jessicamatthews@taylor.com,+1-190-879-9542x2788,1.0,1223.0,7.0,1.0,2022-09-22,33.0,205.31,Lakeside Shopping Centre,Thurrock,Essex,UK,Cash,,
126,100126,Body Care and Hygiene,Deodorant,4,29.81,10,328,2020-03-30,10,2020-03-30,Monday,March,2020,2020Q1,0,Joshua,Solomon,Female,54.0,1970-05-31,adamslinda@gmail.com,+1-510-215-4638x19298,1.0,11.0,4.0,1.0,2021-11-26,26.0,122.31,South Coast Plaza,Costa Mesa,California,US,Google Pay,,
127,100127,Hair Care,Hair Oil,2,49.54,58,713,2022-04-28,5,2022-04-28,Thursday,April,2022,2022Q2,0,Rick,Moore,Other,59.0,1965-05-10,millerlisa@vasquez.com,034.434.8923,1.0,1115.0,9.0,1.0,2024-07-27,20.0,454.18,Town Center at Boca Raton,Boca Raton,Florida,US,Debit Card - MasterCard,MasterCard,
128,100128,Hair Care,Conditioner,2,10.73,3,704,2021-04-27,9,2021-04-27,Tuesday,April,2021,2021Q2,0,Jonathan,Johnson,Female,57.0,1967-10-10,denisebarnett@smith.com,623-759-0809x84075,0.0,1651.0,5.0,0.0,2022-07-24,31.0,420.78,Westfield London,London,England,UK,Apple Pay,,
129,100129,Oral Care,Mouthwash,3,9.93,5,269,2022-12-07,6,2022-12-07,Wednesday,December,2022,2022Q4,0,Michael,Jones,Female,26.0,1999-02-02,johnflores@chapman.com,(769)417-0824x42698,0.0,1507.0,7.0,0.0,2023-05-08,16.0,429.27,King of Prussia Mall,Philadelphia,Pennsylvania,US,PayPal,,
130,100130,Body Care and Hygiene,Hand Sanitizer,4,18.78,36,998,2022-01-20,2,2022-01-20,Thursday,January,2022,2022Q1,0,Timothy,Morgan,Female,32.0,1992-08-29,morrislaura@garcia-boyer.com,+1-677-047-1482x56991,1.0,799.0,3.0,0.0,2020-03-03,33.0,361.51,The Mall at Short Hills,Short Hills,New Jersey,US,Credit Card - MasterCard,MasterCard,
131,100131,Hair Care,Shampoo,2,6.4,8,842,2021-06-22,4,2021-06-22,Tuesday,June,2021,2021Q2,0,Rhonda,Powell,Female,65.0,1959-11-28,ddavis@yahoo.com,001-594-718-9325x88845,1.0,706.0,6.0,1.0,2024-03-30,45.0,383.29,Bluewater Shopping Centre,Dartford,Kent,UK,Debit Card - Visa,Visa,
132,100132,Hair Care,Conditioner,3,12.03,43,454,2022-11-05,8,2022-11-05,Saturday,November,2022,2022Q4,1,David,Cabrera,Other,45.0,1979-07-11,clarksandra@yahoo.com,206-650-6924,1.0,125.0,6.0,0.0,2023-11-30,32.0,217.73,The Domain,Austin,Texas,US,BNPL (Buy Now, Pay Later),
133,100133,Oral Care,Toothpaste,4,18.74,27,640,2023-09-24,9,2023-09-24,Sunday,September,2023,2023Q3,1,Shawn,Webster,Other,19.0,2005-11-14,tyler06@hotmail.com,+1-669-522-1428x62010,1.0,358.0,7.0,1.0,2025-01-06,25.0,93.72,Oakbrook Center,Oak Brook,Illinois,US,Apple Pay,,
134,100134,Skin Care,Sunscreen,3,83.98,57,198,2020-05-09,8,2020-05-09,Saturday,May,2020,2020Q2,1,David,Hess,Other,25.0,2000-01-16,garrisondaniel@gmail.com,681.307.8452x260,1.0,1214.0,10.0,0.0,2022-01-11,28.0,358.3,The Gardens Mall,Palm Beach Gardens,Florida,US,BNPL (Buy Now, Pay Later),
135,100135,Oral Care,Toothpaste,2,16.5,60,818,2022-02-10,6,2022-02-10,Thursday,February,2022,2022Q1,0,Dakota,Crane,Male,45.0,1979-07-15,wsanchez@yahoo.com,(147)118-8978,1.0,1806.0,2.0,1.0,2022-12-16,37.0,175.84,Stonebriar Centre,Frisco,Texas,US,PayPal,,
136,100136,Body Care and Hygiene,Deodorant,2,12.14,48,271,2024-09-27,9,2024-09-27,Friday,September,2024,2024Q3,0,Beth,Floyd,Other,18.0,2006-09-23,lisasmith@rivas.org,677.746.9234x6557,0.0,1558.0,4.0,0.0,2022-04-28,12.0,179.75,Santa Monica Place,Santa Monica,California,US,Apple Pay,,
137,100137,Hair Care,Shampoo,1,26.21,38,89,2023-07-06,10,2023-07-06,Thursday,July,2023,2023Q3,0,Paula,Thornton,Female,63.0,1961-12-07,butlercolton@murray-reynolds.com,001-126-689-2088x58032,0.0,1529.0,6.0,1.0,2021-10-28,18.0,303.98,The Shops at La Cantera,San Antonio,Texas,US,Google Pay,,
138,100138,Oral Care,Toothpaste,1,15.58,35,818,2022-06-24,9,2022-06-24,Friday,June,2022,2022Q2,0,Dakota,Crane,Male,45.0,1979-07-15,wsanchez@yahoo.com,(147)118-8978,1.0,1806.0,2.0,1.0,2022-12-16,37.0,175.84,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Apple Pay,,
139,100139,Body Care and Hygiene,Body Lotion,1,20.2,35,553,2022-11-02,1,2022-11-02,Wednesday,November,2022,2022Q4,0,Jeremy,Rivera,Other,36.0,1989-01-14,costajoseph@yahoo.com,703.176.6641,0.0,357.0,4.0,0.0,2021-06-07,28.0,383.82,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Credit Card - Visa,Visa,
140,100140,Body Care and Hygiene,Deodorant,2,15.63,45,814,2024-07-19,2,2024-07-19,Friday,July,2024,2024Q3,0,Jessica,Gutierrez,Male,18.0,2006-05-27,lkennedy@fox-williams.com,001-301-396-0133x7637,1.0,130.0,7.0,0.0,2021-12-12,33.0,238.06,Westfield Annapolis,Annapolis,Maryland,US,Credit Card - MasterCard,MasterCard,
141,100141,Hair Care,Shampoo,3,39.23,30,79,2023-08-11,7,2023-08-11,Friday,August,2023,2023Q3,0,Heather,Campbell,Other,53.0,1971-04-04,yjohnson@khan.net,120.457.0523,1.0,885.0,10.0,1.0,2023-09-08,42.0,207.23,Westfield San Francisco Centre,San Francisco,California,US,Cash,,
142,100142,Skin Care,Moisturizer,2,31.56,34,833,2021-07-20,7,2021-07-20,Tuesday,July,2021,2021Q3,0,Laurie,Ortega,Other,55.0,1970-01-06,michelle94@mayer.org,5098457752,0.0,1157.0,1.0,1.0,2020-02-27,4.0,56.65,The Shops at Columbus Circle,New York,New York,US,Cash,,
143,100143,Hair Care,Conditioner,1,20.04,8,96,2020-02-29,6,2020-02-29,Saturday,February,2020,2020Q1,1,Jose,Moses,Male,56.0,1969-02-14,zmiller@mcbride-edwards.info,001-949-863-5822x25320,0.0,1139.0,10.0,1.0,2023-03-10,3.0,349.22,Bluewater Shopping Centre,Dartford,Kent,UK,PayPal,,
144,100144,Body Care and Hygiene,Body Lotion,1,21.15,42,302,2024-03-17,7,2024-03-17,Sunday,March,2024,2024Q1,1,Roger,Duran,Male,63.0,1961-09-28,leejennifer@gmail.com,(775)521-8799x3285,0.0,446.0,8.0,1.0,2024-12-09,31.0,449.58,Brookfield Place,New York,New York,US,Cash,,
145,100145,Oral Care,Mouthwash,4,16.0,55,469,2023-07-27,6,2023-07-27,Thursday,July,2023,2023Q3,0,Crystal,Church,Male,55.0,1969-04-12,harrischristopher@yahoo.com,824-239-3186,1.0,1110.0,3.0,0.0,2023-09-23,8.0,387.47,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,PayPal,,
146,100146,Body Care and Hygiene,Hand Sanitizer,2,23.33,11,99,2023-09-15,6,2023-09-15,Friday,September,2023,2023Q3,0,Dawn,Chambers,Male,23.0,2001-05-11,johnsonrobert@yahoo.com,001-281-180-0604x9290,1.0,323.0,1.0,0.0,2021-06-20,29.0,393.4,Roosevelt Field,Garden City,New York,US,PayPal,,
147,100147,Body Care and Hygiene,Deodorant,1,21.35,27,927,2023-10-26,2,2023-10-26,Thursday,October,2023,2023Q4,0,Nathan,Young,Female,21.0,2003-09-05,vsmith@bishop.biz,408-713-0742x8371,1.0,485.0,8.0,0.0,2024-06-16,50.0,306.37,Oakbrook Center,Oak Brook,Illinois,US,Credit Card - MasterCard,MasterCard,
148,100148,Body Care and Hygiene,Deodorant,4,19.27,18,786,2020-01-04,1,2020-01-04,Saturday,January,2020,2020Q1,1,Leslie,Jackson,Other,57.0,1967-03-16,katherine89@simmons-walker.com,055.951.3015,1.0,1500.0,7.0,1.0,2023-01-16,2.0,81.83,Arndale Centre,Manchester,Greater Manchester,UK,Credit Card - Visa,Visa,
149,100149,Skin Care,Sunscreen,2,70.35,35,929,2023-06-19,6,2023-06-19,Monday,June,2023,2023Q2,0,Bethany,Callahan,Female,38.0,1986-10-12,patriciadavis@williams-wyatt.com,+1-122-113-5867x52366,0.0,1717.0,9.0,0.0,2024-11-13,33.0,457.98,Bayshore Shopping Centre,Ottawa,Ontario,Canada,PayPal,,
150,100150,Oral Care,Toothpaste,3,12.77,50,149,2024-11-01,10,2024-11-01,Friday,November,2024,2024Q4,0,Kathy,Moore,Other,31.0,1993-05-04,wattsalexander@williams.com,584.099.4991x577,1.0,1291.0,7.0,0.0,2022-10-26,50.0,280.97,The Summit,Birmingham,Alabama,US,Google Pay,,
151,100151,Hair Care,Hair Oil,2,8.63,12,537,2021-08-06,9,2021-08-06,Friday,August,2021,2021Q3,0,Stephanie,Taylor,Male,50.0,1975-02-05,jessicawilliams@phillips-adkins.biz,001-367-786-0827,1.0,783.0,7.0,0.0,2020-12-02,12.0,78.09,Metrocentre,Gateshead,Tyne and Wear,UK,Apple Pay,,
152,100152,Hair Care,Shampoo,4,33.91,53,366,2023-02-28,10,2023-02-28,Tuesday,February,2023,2023Q1,0,Jennifer,Hampton,Other,59.0,1965-12-27,olsenjonathan@owens.com,559.898.5736,0.0,1635.0,9.0,1.0,2022-03-03,24.0,183.99,SouthPark,Charlotte,North Carolina,US,Google Pay,,
153,100153,Oral Care,Toothpaste,1,14.15,11,85,2022-04-06,8,2022-04-06,Wednesday,April,2022,2022Q2,0,Wendy,Wagner,Other,41.0,1983-10-04,jesse47@hotmail.com,001-431-398-0343x458,0.0,606.0,1.0,1.0,2022-01-12,36.0,320.32,Roosevelt Field,Garden City,New York,US,BNPL (Buy Now, Pay Later),
154,100154,Body Care and Hygiene,Deodorant,4,24.96,9,464,2023-08-24,9,2023-08-24,Thursday,August,2023,2023Q3,0,Ryan,Miller,Female,45.0,1979-06-08,jamessheri@yahoo.com,001-655-765-8300,0.0,775.0,3.0,1.0,2024-01-24,23.0,94.02,Bullring & Grand Central,Birmingham,West Midlands,UK,Apple Pay,,
155,100155,Oral Care,Mouthwash,3,5.72,6,811,2024-01-08,4,2024-01-08,Monday,January,2024,2024Q1,0,Bailey,Rowland,Other,31.0,1993-03-25,simpsonjustin@gmail.com,1451200771,0.0,452.0,7.0,0.0,2020-12-10,22.0,379.47,Aventura Mall,Miami,Florida,US,Debit Card - Visa,Visa,
